product_name,product_category_tree,description,description_token,words
"Calibro SW-125 Analog-Digital Watch  - For Men, Boys",Watches,"Calibro SW-125 Analog-Digital Watch  - For Men, Boys
                         Price: Rs. 699
				
			CALIBRO presents MTG Black Dial Round Watch. This is a fashionable watch from MTG that adds to your style statement. This brand is known for its usage of quality material in making appealing watches. It understands the needs of youth so well that it is able to present wide range of watches to its customers. The variety in design, style and youthful approach is very well executed by this brand. Get one and see how brilliantly it leads other brands in style, finish and everything else that matters.
CALIBRO presents MTG Black Dial Round Watch. This is a fashionable watch from MTG that adds to your style statement. This brand is known for its usage of quality material in making appealing watches. It understands the needs of youth so well that it is able to present wide range of watches to its customers. The variety in design, style and youthful approach is very well executed by this brand. Get one and see how brilliantly it leads other brands in style, finish and everything else that matters.","['calibro', 'sw', '', 'analog', 'digital', 'watch', 'men', 'boy', 'price', 'r', '', 'calibro', 'present', 'mtg', 'black', 'dial', 'round', 'watch', 'fashionable', 'watch', 'mtg', 'add', 'style', 'statement', 'brand', 'know', 'usage', 'quality', 'material', 'make', 'appeal', 'watch', 'understands', 'need', 'youth', 'well', 'able', 'present', 'wide', 'range', 'watch', 'customer', 'variety', 'design', 'style', 'youthful', 'approach', 'well', 'execute', 'brand', 'get', 'one', 'see', 'brilliantly', 'lead', 'brand', 'style', 'finish', 'everything', 'else', 'matter', 'calibro', 'present', 'mtg', 'black', 'dial', 'round', 'watch', 'fashionable', 'watch', 'mtg', 'add', 'style', 'statement', 'brand', 'know', 'usage', 'quality', 'material', 'make', 'appeal', 'watch', 'understands', 'need', 'youth', 'well', 'able', 'present', 'wide', 'range', 'watch', 'customer', 'variety', 'design', 'style', 'youthful', 'approach', 'well', 'execute', 'brand', 'get', 'one', 'see', 'brilliantly', 'lead', 'brand', 'style', 'finish', 'everything', 'else', 'matter']",ibro   analog digil watch men boy pre r  ibro prese mtg black dial rou watch fashionable watch mtg add style steme bra know usage quality material ma appl watch uerss  youth wl able prese wide range watch customer variety design style youthful approach wl execute bra get o see brillialy ld bra style finish ever se maer ibro prese mtg black dial rou watch fashionable watch mtg add style steme bra know usage quality material ma appl watch uerss  youth wl able prese wide range watch customer variety design style youthful approach wl execute bra get o see brillialy ld bra style finish ever se maer
"Cartier W6701005 Analog Watch  - For Boys, Men",Watches,"Cartier W6701005 Analog Watch  - For Boys, Men - Buy Cartier W6701005 Analog Watch  - For Boys, Men  W6701005 Online at Rs.201000 in India Only at Flipkart.com. - Great Discounts, Only Genuine Products, 30 Day Replacement Guarantee, Free Shipping. Cash On Delivery!","['cartier', 'w', 'analog', 'watch', 'boy', 'men', 'buy', 'cartier', 'w', 'analog', 'watch', 'boy', 'men', 'w', 'online', 'r', '', 'india', 'flipkart', 'com', 'great', 'discount', 'genuine', 'product', '', 'day', 'replacement', 'guarantee', 'free', 'shipping', 'cash', 'delivery']",ier w analog watch boy men buy ier w analog watch boy men w onli r  iia flipkart com grt discou genui produ  day receme guaraee free sping cash divery
"Lois Caron LCS-4032 Analog Watch  - For Boys, Men",Watches,"Lois Caron LCS-4032 Analog Watch  - For Boys, Men - Buy Lois Caron LCS-4032 Analog Watch  - For Boys, Men  LCS-4032 Online at Rs.399 in India Only at Flipkart.com. - Great Discounts, Only Genuine Products, 30 Day Replacement Guarantee, Free Shipping. Cash On Delivery!","['lois', 'caron', 'lcs', '', 'analog', 'watch', 'boy', 'men', 'buy', 'lois', 'caron', 'lcs', '', 'analog', 'watch', 'boy', 'men', 'lcs', '', 'online', 'r', '', 'india', 'flipkart', 'com', 'great', 'discount', 'genuine', 'product', '', 'day', 'replacement', 'guarantee', 'free', 'shipping', 'cash', 'delivery']",lois caron lcs  analog watch boy men buy lois caron lcs  analog watch boy men lcs  onli r  iia flipkart com grt discou genui produ  day receme guaraee free sping cash divery
"Titan 1639SL03 Analog Watch  - For Boys, Men",Watches,"Titan 1639SL03 Analog Watch  - For Boys, Men - Buy Titan 1639SL03 Analog Watch  - For Boys, Men  1639SL03 Online at Rs.1695 in India Only at Flipkart.com. - Great Discounts, Only Genuine Products, 30 Day Replacement Guarantee, Free Shipping. Cash On Delivery!","['titan', 'sl', 'analog', 'watch', 'boy', 'men', 'buy', 'titan', 'sl', 'analog', 'watch', 'boy', 'men', 'sl', 'online', 'r', '', 'india', 'flipkart', 'com', 'great', 'discount', 'genuine', 'product', '', 'day', 'replacement', 'guarantee', 'free', 'shipping', 'cash', 'delivery']",tin sl analog watch boy men buy tin sl analog watch boy men sl onli r  iia flipkart com grt discou genui produ  day receme guaraee free sping cash divery
"Srushti Art Jewelry Megnet_Led_Sport_BlackRed1 Digital Watch  - For Men, Women, Boys, Girls",Watches,"Srushti Art Jewelry Megnet_Led_Sport_BlackRed1 Digital Watch  - For Men, Women, Boys, Girls - Buy Srushti Art Jewelry Megnet_Led_Sport_BlackRed1 Digital Watch  - For Men, Women, Boys, Girls  Megnet_Led_Sport_BlackRed1 Online at Rs.200 in India Only at Flipkart.com. Led Watch, Sports Led, Megnet watch, Fresh arrival, latest, fancy, Srushti, GirlsWatch, Men, Women, Boys, Wrist Watches - Great Discounts, Only Genuine Products, 30 Day Replacement Guarantee, Free Shipping. Cash On Delivery!","['srushti', 'art', 'jewelry', 'megnet_led_sport_blackred', 'digital', 'watch', 'men', 'woman', 'boy', 'girl', 'buy', 'srushti', 'art', 'jewelry', 'megnet_led_sport_blackred', 'digital', 'watch', 'men', 'woman', 'boy', 'girl', 'megnet_led_sport_blackred', 'online', 'r', '', 'india', 'flipkart', 'com', 'lead', 'watch', 'sport', 'lead', 'megnet', 'watch', 'fresh', 'arrival', 'late', 'fancy', 'srushti', 'girlswatch', 'men', 'woman', 'boy', 'wrist', 'watch', 'great', 'discount', 'genuine', 'product', '', 'day', 'replacement', 'guarantee', 'free', 'shipping', 'cash', 'delivery']",sti art jey  digil watch men woman boy girl buy sti art jey  digil watch men woman boy girl  onli r  iia flipkart com ld watch rt ld  watch fresh  late fancy sti  men woman boy ist watch grt discou genui produ  day receme guaraee free sping cash divery
"Escort E-1700-906_Blk Analog Watch  - For Men, Boys",Watches,"Escort E-1700-906_Blk Analog Watch  - For Men, Boys
                         Price: Rs. 1,829
				
			If you have it, flaunt it! If this is your mantra then hit the streets in style wearing this black coloured analog watch for men from the house of Escort. The casing adds more appeal to this timepiece that can be worn on a rainy day, all thanks to its water resistance upto 10 atm.
If you have it, flaunt it! If this is your mantra then hit the streets in style wearing this black coloured analog watch for men from the house of Escort. The casing adds more appeal to this timepiece that can be worn on a rainy day, all thanks to its water resistance upto 10 atm.","['escort', 'e', '', '_blk', 'analog', 'watch', 'men', 'boy', 'price', 'r', '', '', 'flaunt', 'mantra', 'hit', 'street', 'style', 'wear', 'black', 'colour', 'analog', 'watch', 'men', 'house', 'escort', 'case', 'add', 'appeal', 'timepiece', 'worn', 'rainy', 'day', 'thanks', 'water', 'resistance', 'upto', '', 'atm', 'flaunt', 'mantra', 'hit', 'street', 'style', 'wear', 'black', 'colour', 'analog', 'watch', 'men', 'house', 'escort', 'case', 'add', 'appeal', 'timepiece', 'worn', 'rainy', 'day', 'thanks', 'water', 'resistance', 'upto', '', 'atm']",escort e   analog watch men boy pre r   flau mara hit set style  black colour analog watch men house escort case add appl timepiece worn y day ts water resisnce upto  atm flau mara hit set style  black colour analog watch men house escort case add appl timepiece worn y day ts water resisnce upto  atm
Jack klein BlackLed Digital Watch  - For Boys,Watches,"Jack klein BlackLed Digital Watch  - For Boys - Buy Jack klein BlackLed Digital Watch  - For Boys  BlackLed Online at Rs.150 in India Only at Flipkart.com. - Great Discounts, Only Genuine Products, 30 Day Replacement Guarantee, Free Shipping. Cash On Delivery!","['jack', 'klein', 'blackled', 'digital', 'watch', 'boy', 'buy', 'jack', 'klein', 'blackled', 'digital', 'watch', 'boy', 'blackled', 'online', 'r', '', 'india', 'flipkart', 'com', 'great', 'discount', 'genuine', 'product', '', 'day', 'replacement', 'guarantee', 'free', 'shipping', 'cash', 'delivery']",jack kln blackl digil watch boy buy jack kln blackl digil watch boy blackl onli r  iia flipkart com grt discou genui produ  day receme guaraee free sping cash divery
"North Moon IW-005-FK Silicone Ion Digital Watch  - For Boys, Girls, Women",Watches,"North Moon IW-005-FK Silicone Ion Digital Watch  - For Boys, Girls, Women - Buy North Moon IW-005-FK Silicone Ion Digital Watch  - For Boys, Girls, Women  IW-005-FK Online at Rs.150 in India Only at Flipkart.com. - Great Discounts, Only Genuine Products, 30 Day Replacement Guarantee, Free Shipping. Cash On Delivery!","['north', 'moon', 'iw', '', 'fk', 'silicone', 'ion', 'digital', 'watch', 'boy', 'girl', 'woman', 'buy', 'north', 'moon', 'iw', '', 'fk', 'silicone', 'ion', 'digital', 'watch', 'boy', 'girl', 'woman', 'iw', '', 'fk', 'online', 'r', '', 'india', 'flipkart', 'com', 'great', 'discount', 'genuine', 'product', '', 'day', 'replacement', 'guarantee', 'free', 'shipping', 'cash', 'delivery']",north moon iw  fk silo ion digil watch boy girl woman buy north moon iw  fk silo ion digil watch boy girl woman iw  fk onli r  iia flipkart com grt discou genui produ  day receme guaraee free sping cash divery
"Franck Bella FB74C Analog Watch  - For Boys, Men",Watches,"Franck Bella FB74C Analog Watch  - For Boys, Men - Buy Franck Bella FB74C Analog Watch  - For Boys, Men  FB74C Online at Rs.780 in India Only at Flipkart.com. - Great Discounts, Only Genuine Products, 30 Day Replacement Guarantee, Free Shipping. Cash On Delivery!","['franck', 'bella', 'fbc', 'analog', 'watch', 'boy', 'men', 'buy', 'franck', 'bella', 'fbc', 'analog', 'watch', 'boy', 'men', 'fbc', 'online', 'r', '', 'india', 'flipkart', 'com', 'great', 'discount', 'genuine', 'product', '', 'day', 'replacement', 'guarantee', 'free', 'shipping', 'cash', 'delivery']",franck bla fbc analog watch boy men buy franck bla fbc analog watch boy men fbc onli r  iia flipkart com grt discou genui produ  day receme guaraee free sping cash divery
Ridas Apl_led_black Apple Shape Digital Watch  - For Boys,Watches,"Ridas Apl_led_black Apple Shape Digital Watch  - For Boys - Buy Ridas Apl_led_black Apple Shape Digital Watch  - For Boys  Apl_led_black Online at Rs.249 in India Only at Flipkart.com. - Great Discounts, Only Genuine Products, 30 Day Replacement Guarantee, Free Shipping. Cash On Delivery!","['ridas', 'apl_led_black', 'apple', 'shape', 'digital', 'watch', 'boy', 'buy', 'ridas', 'apl_led_black', 'apple', 'shape', 'digital', 'watch', 'boy', 'apl_led_black', 'online', 'r', '', 'india', 'flipkart', 'com', 'great', 'discount', 'genuine', 'product', '', 'day', 'replacement', 'guarantee', 'free', 'shipping', 'cash', 'delivery']",as  apple spe digil watch boy buy as  apple spe digil watch boy  onli r  iia flipkart com grt discou genui produ  day receme guaraee free sping cash divery
"Skmei AD1057-Dark-Orange Sports Analog-Digital Watch  - For Men, Boys",Watches,"Skmei AD1057-Dark-Orange Sports Analog-Digital Watch  - For Men, Boys - Buy Skmei AD1057-Dark-Orange Sports Analog-Digital Watch  - For Men, Boys  AD1057-Dark-Orange Online at Rs.1199 in India Only at Flipkart.com. Digital Chronograph, Alarm Watch, Light Function, Date & Month Display - Great Discounts, Only Genuine Products, 30 Day Replacement Guarantee, Free Shipping. Cash On Delivery!","['skmei', 'ad', 'dark', 'orange', 'sport', 'analog', 'digital', 'watch', 'men', 'boy', 'buy', 'skmei', 'ad', 'dark', 'orange', 'sport', 'analog', 'digital', 'watch', 'men', 'boy', 'ad', 'dark', 'orange', 'online', 'r', '', 'india', 'flipkart', 'com', 'digital', 'chronograph', 'alarm', 'watch', 'light', 'function', 'date', 'month', 'display', 'great', 'discount', 'genuine', 'product', '', 'day', 'replacement', 'guarantee', 'free', 'shipping', 'cash', 'delivery']",skm ad dark orange rt analog digil watch men boy buy skm ad dark orange rt analog digil watch men boy ad dark orange onli r  iia flipkart com digil conograph alarm watch light funion date moh disp grt discou genui produ  day receme guaraee free sping cash divery
Now SP-ETHNIC Analog Watch  - For Boys,Watches,"Now SP-ETHNIC Analog Watch  - For Boys - Buy Now SP-ETHNIC Analog Watch  - For Boys  SP-ETHNIC Online at Rs.600 in India Only at Flipkart.com. - Great Discounts, Only Genuine Products, 30 Day Replacement Guarantee, Free Shipping. Cash On Delivery!","['sp', 'ethnic', 'analog', 'watch', 'boy', 'buy', 'sp', 'ethnic', 'analog', 'watch', 'boy', 'sp', 'ethnic', 'online', 'r', '', 'india', 'flipkart', 'com', 'great', 'discount', 'genuine', 'product', '', 'day', 'replacement', 'guarantee', 'free', 'shipping', 'cash', 'delivery']",sp ethn analog watch boy buy sp ethn analog watch boy sp ethn onli r  iia flipkart com grt discou genui produ  day receme guaraee free sping cash divery
"Franck Bella FB127A Analog Watch  - For Boys, Men",Watches,"Franck Bella FB127A Analog Watch  - For Boys, Men - Buy Franck Bella FB127A Analog Watch  - For Boys, Men  FB127A Online at Rs.999 in India Only at Flipkart.com. - Great Discounts, Only Genuine Products, 30 Day Replacement Guarantee, Free Shipping. Cash On Delivery!","['franck', 'bella', 'fba', 'analog', 'watch', 'boy', 'men', 'buy', 'franck', 'bella', 'fba', 'analog', 'watch', 'boy', 'men', 'fba', 'online', 'r', '', 'india', 'flipkart', 'com', 'great', 'discount', 'genuine', 'product', '', 'day', 'replacement', 'guarantee', 'free', 'shipping', 'cash', 'delivery']",franck bla fba analog watch boy men buy franck bla fba analog watch boy men fba onli r  iia flipkart com grt discou genui produ  day receme guaraee free sping cash divery
"Skmei DG0939-Red Sports Digital Watch  - For Men, Boys",Watches,"Skmei DG0939-Red Sports Digital Watch  - For Men, Boys - Buy Skmei DG0939-Red Sports Digital Watch  - For Men, Boys  DG0939-Red Online at Rs.999 in India Only at Flipkart.com. Digital Chronograph, Alarm Watch, Light Function, Date & Month Display - Great Discounts, Only Genuine Products, 30 Day Replacement Guarantee, Free Shipping. Cash On Delivery!","['skmei', 'dg', 'red', 'sport', 'digital', 'watch', 'men', 'boy', 'buy', 'skmei', 'dg', 'red', 'sport', 'digital', 'watch', 'men', 'boy', 'dg', 'red', 'online', 'r', '', 'india', 'flipkart', 'com', 'digital', 'chronograph', 'alarm', 'watch', 'light', 'function', 'date', 'month', 'display', 'great', 'discount', 'genuine', 'product', '', 'day', 'replacement', 'guarantee', 'free', 'shipping', 'cash', 'delivery']",skm dg r rt digil watch men boy buy skm dg r rt digil watch men boy dg r onli r  iia flipkart com digil conograph alarm watch light funion date moh disp grt discou genui produ  day receme guaraee free sping cash divery
"fastrack 38015PL01 Analog Watch  - For Men, Boys",Watches,"fastrack 38015PL01 Analog Watch  - For Men, Boys - Buy fastrack 38015PL01 Analog Watch  - For Men, Boys  38015PL01 Online at Rs.2495 in India Only at Flipkart.com. Stainless steel back cover. Hybrid case construction for a sportier and more rugged look with increased shock resistance. High precision quartz analogue movement. - Great Discounts, Only Genuine Products, 30 Day Replacement Guarantee, Free Shipping. Cash On Delivery!","['fastrack', 'pl', 'analog', 'watch', 'men', 'boy', 'buy', 'fastrack', 'pl', 'analog', 'watch', 'men', 'boy', 'pl', 'online', 'r', '', 'india', 'flipkart', 'com', 'stainless', 'steel', 'back', 'cover', 'hybrid', 'case', 'construction', 'sportier', 'rugged', 'look', 'increase', 'shock', 'resistance', 'high', 'precision', 'quartz', 'analogue', 'movement', 'great', 'discount', 'genuine', 'product', '', 'day', 'replacement', 'guarantee', 'free', 'shipping', 'cash', 'delivery']",fast pl analog watch men boy buy fast pl analog watch men boy pl onli r  iia flipkart com sinless ste back cover  case ion rtier rugg look in shock resisnce high precision quartz  eme grt discou genui produ  day receme guaraee free sping cash divery
"Alfajr WQ18 Qibla Compass Digital Watch  - For Men, Boys, Girls",Watches,"Alfajr WQ18 Qibla Compass Digital Watch  - For Men, Boys, Girls - Buy Alfajr WQ18 Qibla Compass Digital Watch  - For Men, Boys, Girls  WQ18 Online at Rs.7495 in India Only at Flipkart.com. Qibla Compass, Light, Azan Time Calculation - Great Discounts, Only Genuine Products, 30 Day Replacement Guarantee, Free Shipping. Cash On Delivery!","['alfajr', 'wq', 'qibla', 'compass', 'digital', 'watch', 'men', 'boy', 'girl', 'buy', 'alfajr', 'wq', 'qibla', 'compass', 'digital', 'watch', 'men', 'boy', 'girl', 'wq', 'online', 'r', '', 'india', 'flipkart', 'com', 'qibla', 'compass', 'light', 'azan', 'time', 'calculation', 'great', 'discount', 'genuine', 'product', '', 'day', 'replacement', 'guarantee', 'free', 'shipping', 'cash', 'delivery']",alfajr wq qibla compass digil watch men boy girl buy alfajr wq qibla compass digil watch men boy girl wq onli r  iia flipkart com qibla compass light azan time culation grt discou genui produ  day receme guaraee free sping cash divery
"Disney 98189 Analog Watch  - For Boys, Girls",Watches,"Disney 98189 Analog Watch  - For Boys, Girls - Buy Disney 98189 Analog Watch  - For Boys, Girls  98189 Online at Rs.900 in India Only at Flipkart.com. - Great Discounts, Only Genuine Products, 30 Day Replacement Guarantee, Free Shipping. Cash On Delivery!","['disney', '', 'analog', 'watch', 'boy', 'girl', 'buy', 'disney', '', 'analog', 'watch', 'boy', 'girl', '', 'online', 'r', '', 'india', 'flipkart', 'com', 'great', 'discount', 'genuine', 'product', '', 'day', 'replacement', 'guarantee', 'free', 'shipping', 'cash', 'delivery']",disy  analog watch boy girl buy disy  analog watch boy girl  onli r  iia flipkart com grt discou genui produ  day receme guaraee free sping cash divery
Disney DW100405 Digital Watch  - For Boys,Watches,"Disney DW100405 Digital Watch  - For Boys - Buy Disney DW100405 Digital Watch  - For Boys  DW100405 Online at Rs.1345 in India Only at Flipkart.com. - Great Discounts, Only Genuine Products, 30 Day Replacement Guarantee, Free Shipping. Cash On Delivery!","['disney', 'dw', 'digital', 'watch', 'boy', 'buy', 'disney', 'dw', 'digital', 'watch', 'boy', 'dw', 'online', 'r', '', 'india', 'flipkart', 'com', 'great', 'discount', 'genuine', 'product', '', 'day', 'replacement', 'guarantee', 'free', 'shipping', 'cash', 'delivery']",disy dw digil watch boy buy disy dw digil watch boy dw onli r  iia flipkart com grt discou genui produ  day receme guaraee free sping cash divery
"Vizion 8502-7PURPLE Sports Series Digital Watch  - For Boys, Girls",Watches,"Vizion 8502-7PURPLE Sports Series Digital Watch  - For Boys, Girls
                         Price: Rs. 595
				
			Brand: Vizion,Sports Series watch for Kids,1 year manufacturer warranty,Digital display,Automatic movement,Metal Case and solid body ,Dial shape:Round,Dial dimension:22mm ,Strap material:Silicone ,Strap width:20mm,Water resistant,Night display cold backLight, Daily Alarm,Hour minute second ,date week display, 12/24 hour format,Attractive brand packaging- Tuff plastic box,Note: In case of non-receipt of warranty card, please intimate us within 48 hours,Disclaimer: Product color may slightly vary due to photographic lighting sources or your monitor settings (The image has been enlarged for better viewing)
Brand: Vizion,Sports Series watch for Kids,1 year manufacturer warranty,Digital display,Automatic movement,Metal Case and solid body ,Dial shape:Round,Dial dimension:22mm ,Strap material:Silicone ,Strap width:20mm,Water resistant,Night display cold backLight, Daily Alarm,Hour minute second ,date week display, 12/24 hour format,Attractive brand packaging- Tuff plastic box,Note: In case of non-receipt of warranty card, please intimate us within 48 hours,Disclaimer: Product color may slightly vary due to photographic lighting sources or your monitor settings (The image has been enlarged for better viewing)","['vizion', '', 'purple', 'sport', 'series', 'digital', 'watch', 'boy', 'girl', 'price', 'r', '', 'brand', 'vizion', 'sport', 'series', 'watch', 'kid', '', 'year', 'manufacturer', 'warranty', 'digital', 'display', 'automatic', 'movement', 'metal', 'case', 'solid', 'body', 'dial', 'shape', 'round', 'dial', 'dimension', 'mm', 'strap', 'material', 'silicone', 'strap', 'width', 'mm', 'water', 'resistant', 'night', 'display', 'cold', 'backlight', 'daily', 'alarm', 'hour', 'minute', 'second', 'date', 'week', 'display', '', '', 'hour', 'format', 'attractive', 'brand', 'packaging', 'tuff', 'plastic', 'box', 'note', 'case', 'non', 'receipt', 'warranty', 'card', 'please', 'intimate', 'u', 'within', '', 'hour', 'disclaimer', 'product', 'color', 'may', 'slightly', 'vary', 'due', 'photographic', 'light', 'source', 'monitor', 'setting', 'image', 'enlarge', 'well', 'view', 'brand', 'vizion', 'sport', 'series', 'watch', 'kid', '', 'year', 'manufacturer', 'warranty', 'digital', 'display', 'automatic', 'movement', 'metal', 'case', 'solid', 'body', 'dial', 'shape', 'round', 'dial', 'dimension', 'mm', 'strap', 'material', 'silicone', 'strap', 'width', 'mm', 'water', 'resistant', 'night', 'display', 'cold', 'backlight', 'daily', 'alarm', 'hour', 'minute', 'second', 'date', 'week', 'display', '', '', 'hour', 'format', 'attractive', 'brand', 'packaging', 'tuff', 'plastic', 'box', 'note', 'case', 'non', 'receipt', 'warranty', 'card', 'please', 'intimate', 'u', 'within', '', 'hour', 'disclaimer', 'product', 'color', 'may', 'slightly', 'vary', 'due', 'photographic', 'light', 'source', 'monitor', 'setting', 'image', 'enlarge', 'well', 'view']",vizion  pule rt series digil watch boy girl pre r  bra vizion rt series watch kid   manufaurer warray digil disp automat eme mel case solid body dial spe rou dial dimension mm strap material silo strap width mm water resis night disp cold backlight daily alarm hour minute seco date week disp   hour format araive bra packaging tuff st box note case non recpt warray ca pe iimate u wi  hour disclaimer produ color may ly vary due phoraph light sou monitor seing image enlarge wl view bra vizion rt series watch kid   manufaurer warray digil disp automat eme mel case solid body dial spe rou dial dimension mm strap material silo strap width mm water resis night disp cold backlight daily alarm hour minute seco date week disp   hour format araive bra packaging tuff st box note case non recpt warray ca pe iimate u wi  hour disclaimer produ color may ly vary due phoraph light sou monitor seing image enlarge wl view
"Elantra S 10 Analog Watch  - For Boys, Men",Watches,"Elantra S 10 Analog Watch  - For Boys, Men - Buy Elantra S 10 Analog Watch  - For Boys, Men  S 10 Online at Rs.950 in India Only at Flipkart.com. - Great Discounts, Only Genuine Products, 30 Day Replacement Guarantee, Free Shipping. Cash On Delivery!","['elantra', '', 'analog', 'watch', 'boy', 'men', 'buy', 'elantra', '', 'analog', 'watch', 'boy', 'men', '', 'online', 'r', '', 'india', 'flipkart', 'com', 'great', 'discount', 'genuine', 'product', '', 'day', 'replacement', 'guarantee', 'free', 'shipping', 'cash', 'delivery']",ara  analog watch boy men buy ara  analog watch boy men  onli r  iia flipkart com grt discou genui produ  day receme guaraee free sping cash divery
