product_name,product_category_tree,description,description_token
MSenterprises Floral Cushions Cover,Home Furnishing,"MSenterprises Floral Cushions Cover (Pack of 5, 40 cm*40 cm, Brown)
                         Price: Rs. 580
				
			Pack Of 5 Cushion Cover
Pack Of 5 Cushion Cover","['msenterprises', 'floral', 'cushion', 'cover', 'pack', '5', '40', 'cm', '40', 'cm', 'brown', 'price', 'r', '580', 'pack', '5', 'cushion', 'cover', 'pack', '5', 'cushion', 'cover']"
Mafatlal Cotton Bath Towel,Home Furnishing,Buy Mafatlal Cotton Bath Towel at Rs. 545 at Flipkart.com. Only Genuine Products. Free Shipping. Cash On Delivery!,"['buy', 'mafatlal', 'cotton', 'bath', 'towel', 'r', '545', 'flipkart', 'com', 'genuine', 'product', 'free', 'shipping', 'cash', 'delivery']"
Nikunj Abstract Cushions Cover,Home Furnishing,"Nikunj Abstract Cushions Cover (Pack of 5, 40 cm*40 cm, Grey)
                         Price: Rs. 999
				
			Designer Cushion covers from the house of Nikunj. Made of superior quality fabric that redifines the levels of comfort in your home, along with adding grace and beauty to your interiors
Designer Cushion covers from the house of Nikunj. Made of superior quality fabric that redifines the levels of comfort in your home, along with adding grace and beauty to your interiors","['nikunj', 'abstract', 'cushion', 'cover', 'pack', '5', '40', 'cm', '40', 'cm', 'grey', 'price', 'r', '999', 'designer', 'cushion', 'cover', 'house', 'nikunj', 'make', 'superior', 'quality', 'fabric', 'redifines', 'level', 'comfort', 'home', 'along', 'add', 'grace', 'beauty', 'interior', 'designer', 'cushion', 'cover', 'house', 'nikunj', 'make', 'superior', 'quality', 'fabric', 'redifines', 'level', 'comfort', 'home', 'along', 'add', 'grace', 'beauty', 'interior']"
Textile India Paisley Double Quilts & Comforters Green,Home Furnishing,Buy Textile India Paisley Double Quilts & Comforters Green at Rs. 3999 at Flipkart.com. Only Genuine Products. Free Shipping. Cash On Delivery!,"['buy', 'textile', 'india', 'paisley', 'double', 'quilt', 'comforter', 'green', 'r', '3999', 'flipkart', 'com', 'genuine', 'product', 'free', 'shipping', 'cash', 'delivery']"
Nkp Cotton Bath Towel,Home Furnishing,Buy Nkp Cotton Bath Towel at Rs. 549 at Flipkart.com. Only Genuine Products. Free Shipping. Cash On Delivery!,"['buy', 'nkp', 'cotton', 'bath', 'towel', 'r', '549', 'flipkart', 'com', 'genuine', 'product', 'free', 'shipping', 'cash', 'delivery']"
Woven Terry Cotton Bath Towel,Home Furnishing,"Woven Terry Cotton Bath Towel (Bath Towel, Multi Colour)
                         Price: Rs. 649
				
			100% cotton soft bath terry pack of 3 towels
100% cotton soft bath terry pack of 3 towels","['woven', 'terry', 'cotton', 'bath', 'towel', 'bath', 'towel', 'multi', 'colour', 'price', 'r', '649', '100', 'cotton', 'soft', 'bath', 'terry', 'pack', '3', 'towel', '100', 'cotton', 'soft', 'bath', 'terry', 'pack', '3', 'towel']"
Casa Copenhagen Set of Towels,Home Furnishing,Buy Casa Copenhagen Set of Towels at Rs. 800 at Flipkart.com. Only Genuine Products. Free Shipping. Cash On Delivery!,"['buy', 'casa', 'copenhagen', 'set', 'towel', 'r', '800', 'flipkart', 'com', 'genuine', 'product', 'free', 'shipping', 'cash', 'delivery']"
Maspar Cotton Set of Towels,Home Furnishing,"Maspar Cotton Set of Towels (One Beach Towel, Red)
                         Price: Rs. 1,645
				
			100 percent cotton, Soft and absorbent and Machine washable.
100 percent cotton, Soft and absorbent and Machine washable.","['maspar', 'cotton', 'set', 'towel', 'one', 'beach', 'towel', 'red', 'price', 'r', '1', '645', '100', 'percent', 'cotton', 'soft', 'absorbent', 'machine', 'washable', '100', 'percent', 'cotton', 'soft', 'absorbent', 'machine', 'washable']"
Sassoon Cotton Bath Towel,Home Furnishing,"Sassoon Cotton Bath Towel (Red)
                         Price: Rs. 1,299
				
			Ferrari Printed Towel 75x150cm-Design No.472
Ferrari Printed Towel 75x150cm-Design No.472","['sassoon', 'cotton', 'bath', 'towel', 'red', 'price', 'r', '1', '299', 'ferrari', 'print', 'towel', '75x150cm', 'design', '472', 'ferrari', 'print', 'towel', '75x150cm', 'design', '472']"
Mandhania Cotton Bath Towel,Home Furnishing,Buy Mandhania Cotton Bath Towel at Rs. 280 at Flipkart.com. Only Genuine Products. Free Shipping. Cash On Delivery!,"['buy', 'mandhania', 'cotton', 'bath', 'towel', 'r', '280', 'flipkart', 'com', 'genuine', 'product', 'free', 'shipping', 'cash', 'delivery']"
Shagun Gold Tea Tree Essential Aroma Therapy Oil,Baby Care,"Shagun Gold Tea Tree Essential Aroma Therapy Oil (15 ml)
                         Price: Rs. 269
				
			Tea Tree Oil Is Derived From The Leaves Of The Tea Tree. The Tea Tree Was Named By Eighteenth Century Sailors, Who Made Tea That Smelled Like Nutmeg From The Leaves Of The Tree Growing On The Swampy Southeast Australian Coast. Do Not Confuse The Tea Tree With The Unrelated Common Tea Plant That Is Used To Make Black And Green Teas.
Tea Tree Oil Is Derived From The Leaves Of The Tea Tree. The Tea Tree Was Named By Eighteenth Century Sailors, Who Made Tea That Smelled Like Nutmeg From The Leaves Of The Tree Growing On The Swampy Southeast Australian Coast. Do Not Confuse The Tea Tree With The Unrelated Common Tea Plant That Is Used To Make Black And Green Teas.","['shagun', 'gold', 'tea', 'tree', 'essential', 'aroma', 'therapy', 'oil', '15', 'ml', 'price', 'r', '269', 'tea', 'tree', 'oil', 'derive', 'leaf', 'tea', 'tree', 'tea', 'tree', 'name', 'eighteenth', 'century', 'sailor', 'make', 'tea', 'smell', 'like', 'nutmeg', 'leaf', 'tree', 'grow', 'swampy', 'southeast', 'australian', 'coast', 'confuse', 'tea', 'tree', 'unrelated', 'common', 'tea', 'plant', 'use', 'make', 'black', 'green', 'tea', 'tea', 'tree', 'oil', 'derive', 'leaf', 'tea', 'tree', 'tea', 'tree', 'name', 'eighteenth', 'century', 'sailor', 'make', 'tea', 'smell', 'like', 'nutmeg', 'leaf', 'tree', 'grow', 'swampy', 'southeast', 'australian', 'coast', 'confuse', 'tea', 'tree', 'unrelated', 'common', 'tea', 'plant', 'use', 'make', 'black', 'green', 'tea']"
Amber Cotton Set of Towels,Home Furnishing,Buy Amber Cotton Set of Towels at Rs. 239 at Flipkart.com. Only Genuine Products. Free Shipping. Cash On Delivery!,"['buy', 'amber', 'cotton', 'set', 'towel', 'r', '239', 'flipkart', 'com', 'genuine', 'product', 'free', 'shipping', 'cash', 'delivery']"
Bagru Crafts Cotton Set of Towels,Home Furnishing,Buy Bagru Crafts Cotton Set of Towels at Rs. 490 at Flipkart.com. Only Genuine Products. Free Shipping. Cash On Delivery!,"['buy', 'bagru', 'craft', 'cotton', 'set', 'towel', 'r', '490', 'flipkart', 'com', 'genuine', 'product', 'free', 'shipping', 'cash', 'delivery']"
Jaipur Raga Floral Double Quilts & Comforters Red,Home Furnishing,Buy Jaipur Raga Floral Double Quilts & Comforters Red at Rs. 2199 at Flipkart.com. Only Genuine Products. Free Shipping. Cash On Delivery!,"['buy', 'jaipur', 'raga', 'floral', 'double', 'quilt', 'comforter', 'red', 'r', '2199', 'flipkart', 'com', 'genuine', 'product', 'free', 'shipping', 'cash', 'delivery']"
SSCP Pine Oil,Beauty and Personal Care,"SSCP Pine Oil (30 ml)
                         Price: Rs. 319
				
			Pine oil is most useful to relieve mental, physical and sexual fatigue, while having a cleansing and invigorating effect on an area and is great for vapor therapy in a sick room as it promotes healing. It can be used for cuts and sores, scabies and lice and for excessive perspiration, while its warming properties help with rheumatism, arthritis, gout, muscular aches and pains and it can stimulate circulation. Furthermore it can help in cases of bronchitis, asthma, catarrh, coughs, laryngitis, colds and flu. It eases breathlessness and sinusitis.
Pine oil is most useful to relieve mental, physical and sexual fatigue, while having a cleansing and invigorating effect on an area and is great for vapor therapy in a sick room as it promotes healing. It can be used for cuts and sores, scabies and lice and for excessive perspiration, while its warming properties help with rheumatism, arthritis, gout, muscular aches and pains and it can stimulate circulation. Furthermore it can help in cases of bronchitis, asthma, catarrh, coughs, laryngitis, colds and flu. It eases breathlessness and sinusitis.","['sscp', 'pine', 'oil', '30', 'ml', 'price', 'r', '319', 'pine', 'oil', 'useful', 'relieve', 'mental', 'physical', 'sexual', 'fatigue', 'cleanse', 'invigorate', 'effect', 'area', 'great', 'vapor', 'therapy', 'sick', 'room', 'promotes', 'heal', 'use', 'cut', 'sore', 'scabies', 'louse', 'excessive', 'perspiration', 'warm', 'property', 'help', 'rheumatism', 'arthritis', 'gout', 'muscular', 'ache', 'pain', 'stimulate', 'circulation', 'furthermore', 'help', 'case', 'bronchitis', 'asthma', 'catarrh', 'cough', 'laryngitis', 'cold', 'flu', 'eas', 'breathlessness', 'sinusitis', 'pine', 'oil', 'useful', 'relieve', 'mental', 'physical', 'sexual', 'fatigue', 'cleanse', 'invigorate', 'effect', 'area', 'great', 'vapor', 'therapy', 'sick', 'room', 'promotes', 'heal', 'use', 'cut', 'sore', 'scabies', 'louse', 'excessive', 'perspiration', 'warm', 'property', 'help', 'rheumatism', 'arthritis', 'gout', 'muscular', 'ache', 'pain', 'stimulate', 'circulation', 'furthermore', 'help', 'case', 'bronchitis', 'asthma', 'catarrh', 'cough', 'laryngitis', 'cold', 'flu', 'eas', 'breathlessness', 'sinusitis']"
Trident Cotton Face Towel,Home Furnishing,"Trident Cotton Face Towel (1 Hand Towel, 3 Face Towel, Yellow)
                         Price: Rs. 583
				
			The right kind of towels are hard to come by. If its good quality, it might not be skin friendly. If its durable, its might not dry too well. An ideal towel would be soft to the skin, will last long and leave no colour. Its traumatic to see the colour dra
The right kind of towels are hard to come by. If its good quality, it might not be skin friendly. If its durable, its might not dry too well. An ideal towel would be soft to the skin, will last long and leave no colour. Its traumatic to see the colour dra","['trident', 'cotton', 'face', 'towel', '1', 'hand', 'towel', '3', 'face', 'towel', 'yellow', 'price', 'r', '583', 'right', 'kind', 'towel', 'hard', 'come', 'good', 'quality', 'might', 'skin', 'friendly', 'durable', 'might', 'dry', 'well', 'ideal', 'towel', 'would', 'soft', 'skin', 'last', 'long', 'leave', 'colour', 'traumatic', 'see', 'colour', 'dra', 'right', 'kind', 'towel', 'hard', 'come', 'good', 'quality', 'might', 'skin', 'friendly', 'durable', 'might', 'dry', 'well', 'ideal', 'towel', 'would', 'soft', 'skin', 'last', 'long', 'leave', 'colour', 'traumatic', 'see', 'colour', 'dra']"
Intex Kids Inflatable Air Chair,Baby Care,Buy Intex Kids Inflatable Air Chair for Rs.429 online. Intex Kids Inflatable Air Chair at best prices with FREE shipping & cash on delivery. Only Genuine Products. 30 Day Replacement Guarantee.,"['buy', 'intex', 'kid', 'inflatable', 'air', 'chair', 'r', '429', 'online', 'intex', 'kid', 'inflatable', 'air', 'chair', 'best', 'price', 'free', 'shipping', 'cash', 'delivery', 'genuine', 'product', '30', 'day', 'replacement', 'guarantee']"
IWS Cotton Bath Towel,Home Furnishing,Buy IWS Cotton Bath Towel at Rs. 299 at Flipkart.com. Only Genuine Products. Free Shipping. Cash On Delivery!,"['buy', 'iw', 'cotton', 'bath', 'towel', 'r', '299', 'flipkart', 'com', 'genuine', 'product', 'free', 'shipping', 'cash', 'delivery']"
LukLuck Cotton Bath Towel,Home Furnishing,"LukLuck Cotton Bath Towel (Bath Towel, Multicolor)
                         Price: Rs. 599
				
			Made From Fine Quality Material. These Towels Are Soft And Skin-Friendly. The Towels Are Super-Absorbent & Also They Dry Quickly
Made From Fine Quality Material. These Towels Are Soft And Skin-Friendly. The Towels Are Super-Absorbent & Also They Dry Quickly","['lukluck', 'cotton', 'bath', 'towel', 'bath', 'towel', 'multicolor', 'price', 'r', '599', 'make', 'fine', 'quality', 'material', 'towel', 'soft', 'skin', 'friendly', 'towel', 'super', 'absorbent', 'also', 'dry', 'quickly', 'make', 'fine', 'quality', 'material', 'towel', 'soft', 'skin', 'friendly', 'towel', 'super', 'absorbent', 'also', 'dry', 'quickly']"
MB Cotton Set of Towels,Home Furnishing,Buy MB Cotton Set of Towels at Rs. 1195 at Flipkart.com. Only Genuine Products. Free Shipping. Cash On Delivery!,"['buy', 'mb', 'cotton', 'set', 'towel', 'r', '1195', 'flipkart', 'com', 'genuine', 'product', 'free', 'shipping', 'cash', 'delivery']"
Durga Home Trendz Cotton Hand Towel,Home Furnishing,"Durga Home Trendz Cotton Hand Towel (Hand Towel, Yellow)
                         Price: Rs. 250
				
			100% cotton yellow hand towel 
easy to use and very soft
100% cotton yellow hand towel 
easy to use and very soft","['durga', 'home', 'trendz', 'cotton', 'hand', 'towel', 'hand', 'towel', 'yellow', 'price', 'r', '250', '100', 'cotton', 'yellow', 'hand', 'towel', 'easy', 'use', 'soft', '100', 'cotton', 'yellow', 'hand', 'towel', 'easy', 'use', 'soft']"
Right Abstract Cushions Cover,Home Furnishing,"Right Abstract Cushions Cover (40 cm*40 cm, Black, White)
                         Price: Rs. 649
				
			Digital Printed. Satin cushion cover from Right Interiors.
Digital Printed. Satin cushion cover from Right Interiors.","['right', 'abstract', 'cushion', 'cover', '40', 'cm', '40', 'cm', 'black', 'white', 'price', 'r', '649', 'digital', 'print', 'satin', 'cushion', 'cover', 'right', 'interior', 'digital', 'print', 'satin', 'cushion', 'cover', 'right', 'interior']"
Just Linen Cotton Bath Towel,Home Furnishing,"Just Linen Cotton Bath Towel (2 Terry Bath Towels, Lilac and Orange)
                         Price: Rs. 1,052
				
			Plain and Simple does the trick! This Classic Super Soft and Very Heavy Bath Towel has terry loop threads all over with thick ribbed horizontal lines on either end. This towel has a short loop and is therefore very absorbent and quick drying. Ideal for daily home usage for Kids. These towels are a perfect addition to your exclusive Kids Bath Linen Collection.
Plain and Simple does the trick! This Classic Super Soft and Very Heavy Bath Towel has terry loop threads all over with thick ribbed horizontal lines on either end. This towel has a short loop and is therefore very absorbent and quick drying. Ideal for daily home usage for Kids. These towels are a perfect addition to your exclusive Kids Bath Linen Collection.","['linen', 'cotton', 'bath', 'towel', '2', 'terry', 'bath', 'towel', 'lilac', 'orange', 'price', 'r', '1', '052', 'plain', 'simple', 'trick', 'classic', 'super', 'soft', 'heavy', 'bath', 'towel', 'terry', 'loop', 'thread', 'thick', 'ribbed', 'horizontal', 'line', 'either', 'end', 'towel', 'short', 'loop', 'therefore', 'absorbent', 'quick', 'dry', 'ideal', 'daily', 'home', 'usage', 'kid', 'towel', 'perfect', 'addition', 'exclusive', 'kid', 'bath', 'linen', 'collection', 'plain', 'simple', 'trick', 'classic', 'super', 'soft', 'heavy', 'bath', 'towel', 'terry', 'loop', 'thread', 'thick', 'ribbed', 'horizontal', 'line', 'either', 'end', 'towel', 'short', 'loop', 'therefore', 'absorbent', 'quick', 'dry', 'ideal', 'daily', 'home', 'usage', 'kid', 'towel', 'perfect', 'addition', 'exclusive', 'kid', 'bath', 'linen', 'collection']"
Rustic India Geometric Cushions Cover,Home Furnishing,"Rustic India Geometric Cushions Cover (Pack of 5, 40 cm, Black)
                         Price: Rs. 799
				
			Let's your guest appreciate your fine taste in home décor as you bring home this 5 pieces cushion covers from Rustic India. Black in color, these cushion covers features an eye catchy geometric print that is hard to notice. The velvet fabric makes it look feathery.
Let's your guest appreciate your fine taste in home décor as you bring home this 5 pieces cushion covers from Rustic India. Black in color, these cushion covers features an eye catchy geometric print that is hard to notice. The velvet fabric makes it look feathery.","['rustic', 'india', 'geometric', 'cushion', 'cover', 'pack', '5', '40', 'cm', 'black', 'price', 'r', '799', 'let', 'guest', 'appreciate', 'fine', 'taste', 'home', 'décor', 'bring', 'home', '5', 'piece', 'cushion', 'cover', 'rustic', 'india', 'black', 'color', 'cushion', 'cover', 'feature', 'eye', 'catchy', 'geometric', 'print', 'hard', 'notice', 'velvet', 'fabric', 'make', 'look', 'feathery', 'let', 'guest', 'appreciate', 'fine', 'taste', 'home', 'décor', 'bring', 'home', '5', 'piece', 'cushion', 'cover', 'rustic', 'india', 'black', 'color', 'cushion', 'cover', 'feature', 'eye', 'catchy', 'geometric', 'print', 'hard', 'notice', 'velvet', 'fabric', 'make', 'look', 'feathery']"
NKP Cotton Hand Towel,Home Furnishing,"NKP Cotton Hand Towel (Hand Towel, White)
                         Price: Rs. 599
				
			Our NKP product has high water absorbing capacity. Material:Cotton. Wash care instructions: Do not bleach or use chlorine, Hang to dry, Wash dark colours separately.Our NKP branded hand towels are made of the best fabric which will give you a soft feel while drying your hands.
Our NKP product has high water absorbing capacity. Material:Cotton. Wash care instructions: Do not bleach or use chlorine, Hang to dry, Wash dark colours separately.Our NKP branded hand towels are made of the best fabric which will give you a soft feel while drying your hands.","['nkp', 'cotton', 'hand', 'towel', 'hand', 'towel', 'white', 'price', 'r', '599', 'nkp', 'product', 'high', 'water', 'absorb', 'capacity', 'material', 'cotton', 'wash', 'care', 'instruction', 'bleach', 'use', 'chlorine', 'hang', 'dry', 'wash', 'dark', 'colour', 'separately', 'nkp', 'brand', 'hand', 'towel', 'make', 'best', 'fabric', 'give', 'soft', 'feel', 'dry', 'hand', 'nkp', 'product', 'high', 'water', 'absorb', 'capacity', 'material', 'cotton', 'wash', 'care', 'instruction', 'bleach', 'use', 'chlorine', 'hang', 'dry', 'wash', 'dark', 'colour', 'separately', 'nkp', 'brand', 'hand', 'towel', 'make', 'best', 'fabric', 'give', 'soft', 'feel', 'dry', 'hand']"
KDS SURGICAL Tripod Walking Stick,Beauty and Personal Care,"Specifications of KDS SURGICAL Tripod Walking Stick In The Box 1 WALKING STICK General Brand KDS SURGICAL Foldable No Model Number Tripod Material Iron, Plastic Color Grey Height Adjustable Yes Dimensions Weight 400 g Length 91 cm","['specification', 'kds', 'surgical', 'tripod', 'walk', 'stick', 'box', '1', 'walk', 'stick', 'general', 'brand', 'kds', 'surgical', 'foldable', 'model', 'number', 'tripod', 'material', 'iron', 'plastic', 'color', 'grey', 'height', 'adjustable', 'yes', 'dimension', 'weight', '400', 'g', 'length', '91', 'cm']"
Bharatcraft Showpiece  -  5 cm,Home Decor & Festive Needs,"Key Features of Bharatcraft Showpiece  -  5 cm Polyresin Height - 5 cm Width - 10 cm,Bharatcraft Showpiece  -  5 cm (Polyresin, Brown) Price: Rs. 499 This is an Imperial Golden King Money Frog that is large and heavy. Made of high quality earth material, it suits perfectly the use in Period 8 because earth energy rules the period. This product will be an envy for your peers. The Money Frog is depicted sitting on a bed full of wealth, treasures and ingots. It has a crown on its head to represent its throne and right behind the throne is a bagua.,Specifications of Bharatcraft Showpiece  -  5 cm (Polyresin, Brown) General Brand Bharatcraft Model Number HD10012 Type Fengshui Material Polyresin Color Brown Dimensions Height 5 cm Width 10 cm Depth 7 cm In the Box Sales Package 1 Showpiece Figurine Pack of 1","['key', 'feature', 'bharatcraft', 'showpiece', '5', 'cm', 'polyresin', 'height', '5', 'cm', 'width', '10', 'cm', 'bharatcraft', 'showpiece', '5', 'cm', 'polyresin', 'brown', 'price', 'r', '499', 'imperial', 'golden', 'king', 'money', 'frog', 'large', 'heavy', 'make', 'high', 'quality', 'earth', 'material', 'suit', 'perfectly', 'use', 'period', '8', 'earth', 'energy', 'rule', 'period', 'product', 'envy', 'peer', 'money', 'frog', 'depict', 'sit', 'bed', 'full', 'wealth', 'treasure', 'ingot', 'crown', 'head', 'represent', 'throne', 'right', 'behind', 'throne', 'bagua', 'specification', 'bharatcraft', 'showpiece', '5', 'cm', 'polyresin', 'brown', 'general', 'brand', 'bharatcraft', 'model', 'number', 'hd10012', 'type', 'fengshui', 'material', 'polyresin', 'color', 'brown', 'dimension', 'height', '5', 'cm', 'width', '10', 'cm', 'depth', '7', 'cm', 'box', 'sale', 'package', '1', 'showpiece', 'figurine', 'pack', '1']"
Loreal Diarichesse No- 5 Light Brown ( Pack of 3 )With 20 Vol 6 % Developer Hair Color,Beauty and Personal Care,"Key Features of Loreal Diarichesse No- 5 Light Brown ( Pack of 3 )With 20 Vol 6 % Developer Hair Color Loreal Diarichesse No- 5 Light Brown  ( Pack of 3 )50 ml Each With 20 Vol 6 % Developer 1000 mL A tone on tone color to cover white hair up to 70%! With deep reflexes and exceptional smoothness. Pastel toning of bleached and highlighted hair It is an ammonia-free color service that enhances the natural color of the hair with radiant and bright reflections.,Loreal Diarichesse No- 5 Light Brown ( Pack of 3 )With 20 Vol 6 % Developer Hair Color (Brown) Price: Rs. 3,295 Loreal Diarichesse No- 5 Light Brown ( Pack of 3 )50 ml Each With 20 Vol 6 % Developer 1000 mL A tone on tone color to cover white hair up to 70%! With deep reflexes and exceptional smoothness.Pastel toning of bleached and highlighted hairIt is an ammonia-free color service that enhances the natural color of the hair with radiant and bright reflections.,Specifications of Loreal Diarichesse No- 5 Light Brown ( Pack of 3 )With 20 Vol 6 % Developer Hair Color (Brown) Hair Color Traits Ammonia Free Yes General Traits Quantity 1150 ml Ideal For Men, Women Container Type Bottle Color Brown In the Box 1 Developer, 3 Tube","['key', 'feature', 'loreal', 'diarichesse', '5', 'light', 'brown', 'pack', '3', '20', 'vol', '6', 'developer', 'hair', 'color', 'loreal', 'diarichesse', '5', 'light', 'brown', 'pack', '3', '50', 'ml', '20', 'vol', '6', 'developer', '1000', 'ml', 'tone', 'tone', 'color', 'cover', 'white', 'hair', '70', 'deep', 'reflex', 'exceptional', 'smoothness', 'pastel', 'tone', 'bleach', 'highlight', 'hair', 'ammonia', 'free', 'color', 'service', 'enhances', 'natural', 'color', 'hair', 'radiant', 'bright', 'reflection', 'loreal', 'diarichesse', '5', 'light', 'brown', 'pack', '3', '20', 'vol', '6', 'developer', 'hair', 'color', 'brown', 'price', 'r', '3', '295', 'loreal', 'diarichesse', '5', 'light', 'brown', 'pack', '3', '50', 'ml', '20', 'vol', '6', 'developer', '1000', 'ml', 'tone', 'tone', 'color', 'cover', 'white', 'hair', '70', 'deep', 'reflex', 'exceptional', 'smoothness', 'pastel', 'tone', 'bleach', 'highlight', 'hairit', 'ammonia', 'free', 'color', 'service', 'enhances', 'natural', 'color', 'hair', 'radiant', 'bright', 'reflection', 'specification', 'loreal', 'diarichesse', '5', 'light', 'brown', 'pack', '3', '20', 'vol', '6', 'developer', 'hair', 'color', 'brown', 'hair', 'color', 'trait', 'ammonia', 'free', 'yes', 'general', 'trait', 'quantity', '1150', 'ml', 'ideal', 'men', 'woman', 'container', 'type', 'bottle', 'color', 'brown', 'box', '1', 'developer', '3', 'tube']"
@home Earthy Wine Net Ceramic Vase,Home Decor & Festive Needs,"Key Features of @home Earthy Wine Net Ceramic Vase Material : CERAMIC Color : MAROON has to be kept on Table decorative purpose,@home Earthy Wine Net Ceramic Vase (9.825000000000001 inch, Pink) Price: Rs. 1,350 VASE EARTHY WINE NET MRN H 25CM,Specifications of @home Earthy Wine Net Ceramic Vase (9.825000000000001 inch, Pink) General Brand @home Suitable For Table Model Number HGFVSIMSTMRN00158 Type Vases Material Ceramic Model Name Earthy Wine Net Color Pink Dimensions Other Dimensions 18X18X25 (LXBXH) in cms Height 9.825000000000001 inch Width 7.074 inch Depth 7.074 inch Body & Design Features Shape Tumblers In the Box Sales Package 1 Vase Pack of 1","['key', 'feature', 'home', 'earthy', 'wine', 'net', 'ceramic', 'vase', 'material', 'ceramic', 'color', 'maroon', 'kept', 'table', 'decorative', 'purpose', 'home', 'earthy', 'wine', 'net', 'ceramic', 'vase', '9', '825000000000001', 'inch', 'pink', 'price', 'r', '1', '350', 'vase', 'earthy', 'wine', 'net', 'mrn', 'h', '25cm', 'specification', 'home', 'earthy', 'wine', 'net', 'ceramic', 'vase', '9', '825000000000001', 'inch', 'pink', 'general', 'brand', 'home', 'suitable', 'table', 'model', 'number', 'hgfvsimstmrn00158', 'type', 'vas', 'material', 'ceramic', 'model', 'name', 'earthy', 'wine', 'net', 'color', 'pink', 'dimension', 'dimension', '18x18x25', 'lxbxh', 'cm', 'height', '9', '825000000000001', 'inch', 'width', '7', '074', 'inch', 'depth', '7', '074', 'inch', 'body', 'design', 'feature', 'shape', 'tumbler', 'box', 'sale', 'package', '1', 'vase', 'pack', '1']"
Prisha India Craft m_jug015-1-prishaindia Water Jug,Kitchen & Dining,"Key Features of Prisha India Craft m_jug015-1-prishaindia Water Jug At this time when the world is riddled with pollution, our countrymen are using high potency tablets even for minor problems which is spreading poision in their bodies. Our Rishes, saints and even doctors have found a very easy method to deal with such disorders. The best remedy to overcome these problems is to store water in a copper utensil overnight and drink four glasses every morning.,Prisha India Craft m_jug015-1-prishaindia Water Jug (2000 L) Price: Rs. 1,899 At this time when the world is riddled with pollution, our countrymen are using high potency tablets even for minor problems which is spreading poision in their bodies. Our Rishes, saints and even doctors have found a very easy method to deal with such disorders. The best remedy to overcome these problems is to store water in a copper utensil overnight and drink four glasses every morning.After this you can wash your mouth and brush your teeth. It is also advisable not to take tea for at least 45 minutes. Patients who can not drink four glasses of water at a time, can start with smaller quantity and increase the quantity gradually. There is no diseases in the world which can not be cured by this method. It is useful to drink water before sunrise for all including healthy persons.,Specifications of Prisha India Craft m_jug015-1-prishaindia Water Jug (2000 L) General Brand Prisha India Craft Jug Type Water Model Number m_jug015-1-prishaindia Type Jug Material Copper Model Name m_jug015-1-prishaindia Capacity 2000 L Color Copper Dimensions Diameter 5.5 inch Weight 0.92 kg Height 10.5 inch Width 7.5 inch In the Box Sales Package 1 Jug Pack of 1","['key', 'feature', 'prisha', 'india', 'craft', 'm_jug015', '1', 'prishaindia', 'water', 'jug', 'time', 'world', 'riddle', 'pollution', 'countryman', 'use', 'high', 'potency', 'tablet', 'even', 'minor', 'problem', 'spread', 'poision', 'body', 'rishes', 'saint', 'even', 'doctor', 'found', 'easy', 'method', 'deal', 'disorder', 'best', 'remedy', 'overcome', 'problem', 'store', 'water', 'copper', 'utensil', 'overnight', 'drink', 'four', 'glass', 'every', 'morning', 'prisha', 'india', 'craft', 'm_jug015', '1', 'prishaindia', 'water', 'jug', '2000', 'l', 'price', 'r', '1', '899', 'time', 'world', 'riddle', 'pollution', 'countryman', 'use', 'high', 'potency', 'tablet', 'even', 'minor', 'problem', 'spread', 'poision', 'body', 'rishes', 'saint', 'even', 'doctor', 'found', 'easy', 'method', 'deal', 'disorder', 'best', 'remedy', 'overcome', 'problem', 'store', 'water', 'copper', 'utensil', 'overnight', 'drink', 'four', 'glass', 'every', 'morning', 'wash', 'mouth', 'brush', 'teeth', 'also', 'advisable', 'take', 'tea', 'least', '45', 'minute', 'patient', 'drink', 'four', 'glass', 'water', 'time', 'start', 'small', 'quantity', 'increase', 'quantity', 'gradually', 'disease', 'world', 'cure', 'method', 'useful', 'drink', 'water', 'sunrise', 'include', 'healthy', 'person', 'specification', 'prisha', 'india', 'craft', 'm_jug015', '1', 'prishaindia', 'water', 'jug', '2000', 'l', 'general', 'brand', 'prisha', 'india', 'craft', 'jug', 'type', 'water', 'model', 'number', 'm_jug015', '1', 'prishaindia', 'type', 'jug', 'material', 'copper', 'model', 'name', 'm_jug015', '1', 'prishaindia', 'capacity', '2000', 'l', 'color', 'copper', 'dimension', 'diameter', '5', '5', 'inch', 'weight', '0', '92', 'kg', 'height', '10', '5', 'inch', 'width', '7', '5', 'inch', 'box', 'sale', 'package', '1', 'jug', 'pack', '1']"
